Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
11656	Èæºñ°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	11657	178	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	18	50	2	0
11657	Èæºñ°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	11658	179	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	21	65	2	0
11658	Èæºñ°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	11659	180	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	24	80	2	0
11659	Èæºñ°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	27	100	2	0
11660	¿î¶ó°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	80000	11661	181	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	0	0	3	0
11661	¿î¶ó°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	90000	11662	182	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	3	0	3	0
11662	¿î¶ó°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	95000	11663	183	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	6	0	3	0
11663	¿î¶ó°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	110000	11664	184	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	9	0	3	0
11664	¿î¶ó°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	125000	11665	185	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	12	30	3	0
11665	¿î¶ó°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	145000	11666	186	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	15	40	3	0
11666	¿î¶ó°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	175000	11667	187	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	18	50	3	0
11667	¿î¶ó°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	215000	11668	188	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	21	65	3	0
11668	¿î¶ó°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	270000	11669	189	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	24	80	3	0
11669	¿î¶ó°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	345000	0	0	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	27	100	3	0
11670	±Í¸é°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11671	181	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	0	0	3	0
11671	±Í¸é°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	11672	182	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	3	0	3	0
11672	±Í¸é°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	11673	183	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	6	0	3	0
11673	±Í¸é°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	11674	184	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	9	0	3	0
11674	±Í¸é°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	11675	185	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	12	30	3	0
11675	±Í¸é°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	11676	186	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	15	40	3	0
11676	±Í¸é°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	11677	187	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	18	50	3	0
11677	±Í¸é°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11678	188	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	21	65	3	0
11678	±Í¸é°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	11679	189	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	24	80	3	0
11679	±Í¸é°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	0	0	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	27	100	3	0
11680	¸¶·É°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	11681	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	1	0	81	0	11	0	0	0	3	0
11681	¸¶·É°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	11682	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	2	0	81	0	11	0	3	0	3	0
11682	¸¶·É°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	11683	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	3	0	81	0	11	0	6	0	3	0
11683	¸¶·É°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	11684	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	4	0	81	0	11	0	9	0	3	0
11684	¸¶·É°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	11685	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	5	0	81	0	11	0	12	30	3	0
11685	¸¶·É°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	11686	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	6	0	81	0	11	0	15	40	3	0
11686	¸¶·É°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	11687	2001	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	7	0	81	0	11	0	18	50	3	0
11687	¸¶·É°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	11688	2002	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	8	0	81	0	11	0	21	65	3	0
11688	¸¶·É°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	11689	2003	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	9	0	81	0	11	0	24	80	3	0
11689	¸¶·É°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_NONE	0	APPLY_ATTBONUS_MONSTER	10	0	81	0	11	0	27	100	3	0
11690	Èæ¸¶°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	11691	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	2	APPLY_NONE	0	0	90	0	12	0	0	0	3	0
11691	Èæ¸¶°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	11692	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-14	APPLY_RESIST_MAGIC	3	APPLY_NONE	0	0	90	0	12	0	3	0	3	0
11692	Èæ¸¶°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	11693	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_RESIST_MAGIC	4	APPLY_NONE	0	0	90	0	12	0	6	0	3	0
11693	Èæ¸¶°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	11694	2029	15	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	90	0	12	0	9	0	3	0
11694	Èæ¸¶°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	11695	2029	15	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	-11	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	90	0	12	0	12	30	3	0
11695	Èæ¸¶°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	11696	2029	15	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	90	0	12	0	15	40	3	0
11696	Èæ¸¶°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	11697	2004	15	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	0	90	0	12	0	18	50	3	0
11697	Èæ¸¶°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	11698	2005	15	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_RESIST_MAGIC	12	APPLY_NONE	0	0	90	0	12	0	21	65	3	0
11698	Èæ¸¶°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	11699	2006	15	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	-7	APPLY_RESIST_MAGIC	15	APPLY_NONE	0	0	90	0	12	0	24	80	3	0
11699	Èæ¸¶°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	0	90	0	12	0	27	100	3	0
11700	°­·É°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11700	0	50	LEVEL	5	LEVEL	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	24	0	14	0	0	80	3	0
11701	±ØÈ¥°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	11701	0	50	LEVEL	11	LEVEL	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	32	0	15	0	0	80	3	0
11702	ÇÏ¾È°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	11702	0	50	LEVEL	17	LEVEL	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	41	0	16	0	0	80	3	0
11703	ºñ»ó°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	11703	0	50	LEVEL	25	LEVEL	0	APPLY_MOV_SPEED	6	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	50	0	17	0	0	80	3	0
11704	¾ß»ó°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	11704	0	50	LEVEL	34	LEVEL	0	APPLY_MOV_SPEED	6	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	59	0	18	0	0	80	3	0
11705	³ú¿î°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	11705	0	50	LEVEL	43	LEVEL	0	APPLY_MOV_SPEED	7	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	67	0	19	0	0	80	3	0
11706	Àû»ó°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	11706	0	50	LEVEL	51	LEVEL	0	APPLY_MOV_SPEED	7	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	76	0	20	0	0	80	3	0
11707	Èæ±Í°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11707	0	50	LEVEL	62	LEVEL	0	APPLY_MOV_SPEED	8	APPLY_RESIST_MAGIC	8	APPLY_NONE	0	0	84	0	21	0	0	80	3	0
11708	¸¶½Å°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	11708	0	50	LEVEL	71	LEVEL	0	APPLY_MOV_SPEED	9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	0	93	0	22	0	0	80	3	0
11709	¸¶·É½Å°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	11709	0	50	LEVEL	80	LEVEL	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	10	APPLY_NONE	0	0	102	0	23	0	0	80	3	0
11800	Ã»³¶ÀÇ+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	3000	11801	163	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	1	0
11801	Ã»³¶ÀÇ+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11802	164	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	3	0	1	0
11802	Ã»³¶ÀÇ+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11803	165	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	6	0	1	0
11803	Ã»³¶ÀÇ+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11804	166	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	9	0	1	0
11804	Ã»³¶ÀÇ+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11805	167	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	12	30	1	0
11805	Ã»³¶ÀÇ+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11806	168	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
11806	Ã»³¶ÀÇ+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11807	169	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	18	50	1	0
11807	Ã»³¶ÀÇ+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	20000	11808	170	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	21	65	1	0
11808	Ã»³¶ÀÇ+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	40000	11809	171	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	24	80	1	0
11809	Ã»³¶ÀÇ+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	80000	0	0	15	LEVEL	0	LEVEL	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	27	100	1	0
11810	³ªºÀÀÇ+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11811	163	15	LEVEL	9	LEVEL	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	0	0	1	0
11811	³ªºÀÀÇ+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11812	164	15	LEVEL	9	LEVEL	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	3	0	1	0
11812	³ªºÀÀÇ+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11813	165	15	LEVEL	9	LEVEL	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	6	0	1	0
11813	³ªºÀÀÇ+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11814	166	15	LEVEL	9	LEVEL	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	9	0	1	0
11814	³ªºÀÀÇ+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_WOLFMAN | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	10000	11815	167	15	LEVEL	9	LEVEL	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	12	30	1	0
