VNUM	LOCALE_NAME
20059	Minereu
20060	Alchimist de diamante
20061	Alchimist de chihlimbar
20062	Alchimist de fosile-lemn
20063	Alchimist de cupru
20064	Alchimist de argint
20065	Alchimist de aur
20066	Alchimist de jade
20067	Alchimist de lemn abanos
20068	Alchimist de perle
20069	Alchimist de aur alb
20070	Alchimist de cristal
20071	Alchimist de cuarþ
20072	Alchimist d lacrima cer.
20073	Sigiliu vechi
20074	Fierar de arme de turn
20075	Fierar de armuri de turn
20076	Bijutierul turnului
20077	Gardian altar
20078	Gardian altar
20080	Fabricator
20081	Sigiliul pasajului furat
20082	Maestru
20083	Jegal-Tunseok
20084	Biologul Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Chuk-Sal
20089	Pung-Ho
20090	Heuk-Young
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Negustor special
20095	Demon Dungeon
20096	??? ???
20097	Poarta castelului
20098	Poarta castelului
20099	Poarta castelului
20101	Cal alb
20102	Cal maro
20103	Cal negru
20104	Cal alb
20105	Cal maro
20106	Cal negru
20107	Cal alb
20108	Cal maro
20109	Cal negru
20110	Mistreþ sãlbatic
20111	Lup
20112	Tigru
20113	Leu
20114	Leu alb
20115	Mistreþ sãlbatic de luptã
20116	Lup de bãtãlie
20117	Tigrul furtunii
20118	Leul luptãtor
20119	Cal negru nobil
20120	?????
20121	?????
20122	?????
20123	?????
20124	?????
20125	?????
20126	Moº Crãciun
20201	??????
20202	??????
20203	?????
20204	???????
20205	?????? ??????
20206	?????? ??????
20207	?????? ?????
20208	?????? ???????
20209	?????? ??????
20210	?????? ??????
20211	?????? ?????
20212	?????? ???????
20213	?????????
20214	?????? ?????????
20215	?????? ?????????
20216	????????
20217	?????? ????????
20218	?????? ????????
20219	blackpony
20220	Å©¸®½º¸¶½º ¼ø·Ï
20221	Àü°©¹é¿õ
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸ÍÇÑ Àü°©¼®·æÀÚ
20226	ÈæÀ¯´ÏÄÜ
20227	¹éÀ¯´ÏÄÜ
20228	Àü°©¸ÍÁ¶
20229	³­ÆøÇÑ Àü°©¸ÍÁ¶
20230	¿ë¸ÍÇÑ Àü°©¸ÍÁ¶
20231	Àü°©Èæ¹ü
20232	Àü°©Ç¥¹ü
20243	NoNAme
20253	Eagle
20300	Învãþãtor de luptã corp.
20301	Învãþãtor de luptã ment.
20302	Învãþãtor de luptã apro.
20303	Învãþãtor de luptã depã.
20304	Învãþãtor de arme magice
20305	Învãþãtor de magie neagrã
20306	Învãþãtor de puter. zmeu
20307	Învãþãtor de vindecare
20320	Învãþãtor de luptã corp.
20321	Învãþãtor de luptã ment.
20322	Învãþãtor de luptã apro.
20323	Învãþãtor de luptã depã.
20324	Învãþãtor de arme magice
20325	Învãþãtor de magie neagr
20326	Învãþãtor de puter. zmeu
20327	Învãþãtor de vindecare
20340	Învãþãtor de luptã corp.
20341	Învãþãtor de luptã ment.
20342	Învãþãtor de luptã apro.
20343	Învãþãtor de luptã depã.
20344	Învãþãtor de arme magice
20345	Învãþãtor de magie neagr
20346	Învãþãtor de puter. zmeu
20347	Învãþãtor de vindecare
20349	Grãjdar
20350	Paznic temniþa maimuþei
20351	Paznicul halei
20352	Monument piatrã Hasun
20353	Monument piatrã Seul-Rong
20354	Gardianul oraºului
20355	Capitan
20356	Culegãtor de ginseng
20357	Monument piatrã Weol
20358	Flori fãrã nume
20359	Cutie cu manuscrise
20360	Piatra memoriala Wha
20361	Piatra memoriala Su
20362	Piatra memoriala Mok
20363	Monument Gum
20364	Nakajima
20365	Monument To
20366	Sa-Soe
20367	Paznicul catacombei
20368	Negustor ambulant
20369	Lee Chung
20370	Soldat otrãvit
20371	Mormânt vechi
20372	Tabletã piatrã veche
20373	Bodyguard
20374	Gardian
20375	Baricadã de lemn
20376	Kim Rim
20377	Yak-Hwan
20378	Amiralul Angmur
20379	Soldat rãnit
20380	Yon-I-Walker
20381	Confucius
20382	Floare de stâncã
20383	Jae-Seon Kim
20384	Brad de crãciun
20385	Marele Am-heh
20386	Stele din Isfet
20387	Poarta destinului
20388	Poarta dragonului
20389	Fãrã nume
20390	Mormânt Taramor
20391	Iarba soarelui
20392	Soldat mort
20393	Soldat rãnit
20394	Gardian þara de foc
20395	Gardian þara de gheaþã
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Leu de gheaþã
20398	Cub de gheaþã
20399	Pilonul Dragon din Nord
20466	Pilonul din Iad
20400	Înþeleptul Myonghorang
20401	Gardian colonie
20402	Gardian portal
20403	Învãþãtor de luptã inst.
20404	Nagual
20405	Waheela
20406	Theowahdan
20407	Vrãjitor Gaya
20408	Gardianul templului
20409	Gardianul pãdurii
20410	Cercetaºul pãdurii
20411	Cãlãtorul pãdurii
20412	Lider gardian pãdure
20413	Kawuco
20414	Fãrã nume
20415	Portal
20416	Dovleacul Sam
20417	Masã Okey
20419	Gardã Dragon Dolnarr
20420	Cufãr Dragon Auriu
20421	Gardã Dragon Jaharr
20422	Ou Dragon
20423	Jully
20424	Tun Zodiac
20425	Jenny
20426	Alchimist Smarald
20427	Alchimist Safir
20428	Alchimist Turmalinã
20429	Paznic labirint orci
30000	°³ÀÎ»óÁ¡
30001	°³ÀÎ»óÁ¡
30002	Intrare Ork Maze
30003	Regele BBQ
30004	Vânãtor de Comori
30005	Flacarã Economicã
30006	Vânzãtor de Arme
30007	Vânzãtor de Armuri
30008	Alchimist
30101	Statuia Kud
30102	Obelisc Bazalt
30103	Piatra Testoasa
30104	Fragment de Runa
30111	1. Poarta Pierzaniei
30112	2. Poarta Pierzaniei
30113	3. Poarta Pierzaniei
30114	4. Poarta Pierzaniei
30115	5. Poarta Pierzaniei
30116	6. Poarta Pierzaniei
30117	7. Poarta Pierzaniei
30118	8. Poarta Pierzaniei
30119	9. Poarta Pierzaniei
30120	Pungã cu ierburi
30121	Spiritul Sura
30122	Spiritul Rãzboinic
30123	Sanctuarul Întunecat
30124	Schelet-Sura 1
30125	Schelet-Sura 2
30126	Schelet-Sura 3
30127	Schelet-Sura 4
30128	Schelet-Sura 5
30129	Iepuraºul de Paºte
30130	Mormânt
30131	Steag 
20127	Steag
20128	Steag
20129	Steag
30301	Minereu cristal
30302	Minereu rubin
30303	Minereu granat
30304	Minereu smarald
30305	Minereu safir
30306	Minereu
30307	Rãzboinica temniþelor
33001	?????? ???
33002	Istoric
33003	Obiecte upgrade
33004	Localnic credincios
33005	Localnic credincios
33006	Localnic credincios
33007	Localnic credincios
33008	Dovleacul Jack
60000	ªef breaslã
60001	ªef breaslã
60002	ªef breaslã
60003	Theowahdan
35000	Cleansing Memorial
35001	Weak Kouri Seal
35002	Strong Kouri Seal
35003	Enhanced Kouri Seal
35004	Elder Dwarf
29000	Kouri Crystal
29010	Start_Event_Thor2
30002	Wächter des Labyrinth
20100	Ork Siegel
6301	Rãzboinic Ochao
6302	Soldat Ochao
6303	Magician Ochao
6304	Cãlãu Ochao
6305	General Ochao
6306	Luptãtor puternic Ochao
6307	Soldat puternic Ochao
6308	Magician puternic Ochao
6309	Executor puternic Ochao
6310	General puternic Ochao
6311	Bodyguard Ochao
6390	Lord Ochao
6391	Gardã Ochao
6393	Lord puternic Ochao
6400	Gardian En-Tai
6401	Rãzboinic En-Tai
6402	Soldat En-Tai
6403	Druid En-Tai
6404	Vindecãtor En-Tai
6405	Gardian En-Tai
6406	Distrugãtor En-Tai
6407	Suveran En-Tai
6408	Bagjanamu
6409	Vindecãtor Ochao
6410	Luptãtor puternic En-Tai
6411	Soldat puternic En-Tai
6412	Druid puternic En-Tai
6413	Vraci puternic En-Tai
6414	Asasin puternic En-Tai
6417	Vindecator Ochao
6418	Jotun Thrym
20410	Cercetatorul pãdurii
20411	Fugarul pãdurii
20412	Liderul gardienilor pãdurii
34005	Porcuºor
53012	Porcuºor
34001	Support
34016	Phoenix Jad
53017	Phoenix Jad
53008	Knuud
34011	Knuud
53022	Sheledon (sigiliu)
34021	Sheledon (sigiliu)
9032	Midgard
20501	Gaya Chest
20503	Rafinare Gaya
20504	Market
34041	Pui de maimuþa
34045	Pui de pãianjen
34049	Pui de razador
34053	Pui de nemere
34042	Pui de maimuþa
34046	Pui de pãianjen
34050	Pui de razador
34054	Pui de nemere
6007	Barbã de foc
6009	Cãpetenie de foc
6112	Gandat de magmã
6113	Golem de magmã
6116	Garda Dragon Idall
6193	Regina Dragon Meley
20388	Parta Dragon
20419	Gardian Dragon Dolnarr
20420	Cufar Dragon Auriu
20421	Mos Craciun
20422	Ou de Dragon
6419	Zephyr
6420	Zephyr Imperial
6421	Zephyr Zodiac
6422	Lup
6423	Lup Imperial
6424	Lup Zodiac
6425	Zyong
6426	Zyong Imperial
6427	Zyong Zodiac
6428	Centaur
6429	Centaur Imperial
6430	Centaur Zodiac
6431	Ellyos
6432	Ellyos Imperial
6433	Ellyos Zodiac
6434	Gardian Dragon
6435	Gardian Dragon Imperial
6436	Gardian Dragon Zodiac
6437	Satan
6438	Satan Imperial
6439	Satan Zodiac
6440	Condor
6441	Condor Imperial
6442	Condor Zodiac
6501	Tellios
6502	Tellios Imperial
6503	Tellios Zodiac
6504	Om de Fier
6505	Om de Fier Imperial
6506	Om de Fier Zodiac
6507	Ork
6508	Ork Imperial
6509	Ork Zodiac
6510	Typhoon
6511	Typhoon Imperial
6512	Typhoon Zodiac
6443	Zeul Yin
6444	Zeul Yin Zodiac
6445	Zeita Si
6446	Zeita Si Zodiac
6447	Zeul Wei
6448	Zeul Wei Zodiac
6449	Zeita Mao
6450	Zeita Mao Zodiac
6451	Zeul Hai
6452	Zeul Hai Zodiac
6453	Zeul Zi
6454	Zeul Zi Zodiac
6455	Zeul Shen
6456	Zeul Shen Zodiac
6457	Zeul Wu
6458	Zeul Wu Zodiac
6459	Zeul Chen
6460	Zeul Chen Zodiac
6461	Zeul Xu
6462	Zeul Xu Zodiac
6463	Zeul Chou
6464	Zeul Chou Zodiac
6465	Zeul You
6466	Zeul You Zodiac
8062	Metinul Zodiac
881	Iepure Alb
882	Iepure Negru
883	Zewill
884	Curigatto
885	Curigatto Salbatica
886	Zallive
887	Solbus
888	Salibas
889	Iepure Malefic
20429	Gardian Zona de Razboi
8161	Baashido
271	Demon of chaos
272	Lost soul
273	Lost souls
275	Demon of suffering
276	Zombie demon
277	Demonic wretch
279	Demonic monster
274	Demonic beast*
278	Demonic gorilla*
280	Brutal demonic gorilla*
281	Shadow demon
282	Insidious shadow demon
283	Shadow dragon*
34032	Jiangshi Junior
34025	Phoenix de Foc
34010	Ren Tanar
34003	Phoenix de Gheata
34004	Micul Azrael
34009	Micul Azrael(Aur)
34012	Bao Bao
34008	Leonidas
34007	Khan
34006	Rufus
34013	Micul Executor
34014	Micul Executor(Aur)
34015	Boney
34019	Khan Polar
34017	Porkie Polar
34020	Leonidas Polar
34022	Cooper
34023	Pantera Neagra
34024	Pantera Aurie
34026	Dovlecel
34027	Broom
34028	Ren Mic
34029	Mos Indigo
34030	Micul Elf (R)
34031	Micul Elf (B)
34033	Mr. Jiangshi
34034	Shiver
34035	Snivel
34036	Liliacul Bruce
34037	Liliacul Wayne
34038	Ramblue
34039	Eweriel
34040	Micul Huashin
34100	Semiluna Rosie
34101	Semiluna Albastra
34102	Lanterna Rosie
34103	Lanterna Albastra
34104	Paun Roz
34105	Paun Albastru
34106	Cupid
34107	Inima Iute
34108	Bonsai
34109	Donnie
34110	Bonnie
20563	Leu Intunecat
20564	Leu Luminos
20565	Slade Intunecat
20566	Slade Luminos
20994	Armasar
20995	Maestru
2600	Zodiac Wolf
2601	Zodiac Blue Wolf
2602	Zodiac Lykos
2603	Zodiac Archer
2604	Zodiac Wild Boar
2605	Red Zodiac Wild Boar
2606	Zodiac Scrofa
2607	Zodiac Mi-Jung
2608	Zodiac Bera
2609	Zodiac Bear
2610	Zodiac Grizzly Bear
2611	Zodiac Brown Bear
2612	Zodiac Eun-Jung
2613	Zodiac Tigris
2614	Zodiac Tiger
2615	White Zodiac Tiger
2616	Zodiac Se-Rang
2617	Zodiac Jin-Hee
2618	Zodiac Baby Spider
2619	Zodiac Poison Spider
2620	Red Zodiac Poison Spider
2621	Zodiac Claw Spider
2622	Zodiac Soldier Spider
2623	Zodiac Flame Ghost
2624	Zodiac Fighting Tiger
2625	Zodiac Flame
2626	Zodiac Flame Warrior
2627	Zodiac Flame King
2628	Dark Zodiac Flame King
2629	Savage Zodiac Infantry
2630	Savage Zodiac Minion
2631	Savage Zodiac Archer
2632	Savage Zodiac General
2633	Bestial Zodiac Captain
2634	Enchanted Zodiac Ice
2635	Zodiac Ice Killer Whale
2636	Zodiac Ice Bug
2637	Zodiac Ice Lion
2638	Frosty Zodiac Ice Man
2639	Zodiac Yeti
2640	Zodiac Ice Golem
2641	Zodiac Desert Fox
2642	Zodiac King Scorpion
2643	Zodiac Snake Swordman
2644	Zodiac Snake Archer
2645	Zodiac Desert Outlaw
2646	Zodiac Black Wind Sold.
2647	Zodiac Black Wind Maniac
2648	Zodiac Black Wind Archer
2649	Zodiac Mahon
2650	Zodiac Bo
2651	Zodiac Goo-Pae
2652	Zodiac Chuong
2653	Bestial Zodiac Scorp-Man
2654	Zodiac Scorpion Archer
2655	Zodiac Dervish
2656	Zodiac Tree Frog Soldier
2657	Zodiac Tree Frog Leader
2658	Zodiac Bogeyman
2659	Zodiac Destroyer
2660	Zodiac Axe Fighter
2661	Zodiac Thousand Fighter
2662	Dark Zodiac Fanatic
2663	Zodiac Arahan
2664	Esoteric Zodiac Arahan
2665	Chief Eso. Zodiac Arahan
2666	Dark Zodiac Executioner
2667	Dark Zodiac Tormentor
2668	Zodiac Summoner
2669	Elite Zodiac Orc
2670	Elite Zodiac Orc Scout
2671	Elite Zodiac Orc Fighter
2672	El. Zodiac Orc Sorcerer
2673	Elite Zodiac Orc General
2674	Black Zodiac Orc
2675	Black Zodiac Orc Giant
2676	Zodiac RT Amazon
2677	Zodiac RT Assassin
2678	Zodiac RT Magician
2679	Zodiac RT Executioner
2680	Zodiac Crab Warrior
2681	Zodiac Scorpion Marksman
2682	Zodiac Shrimp Soldier
2683	Zodiac Diabolical Hermit
2684	Zodiac Armoured Crab
2685	Gigantic Zodiac Biter
2686	Gig. Zodiac Slaughterer
2687	Zodiac Magus
2688	Zodiac Twiant
2689	Zodiac Ogre Executioner
2690	Zodiac Ogre Archer
2691	Zodiac Brawl Ogre
2692	Zodiac Ogre Magus
2700	Vargulf
2701	Vargulf Soldier
2702	Vargulf General
2703	Cerberus
2704	Snake Cerberus
2705	Dragon Cerberus
2706	Centaur
2707	Centaur Warrior
2708	Centaur General
2709	Moloch
2710	Moloch Warrior
2711	Moloch General
2712	Deathwing
2713	Diseased Deathwing
2714	Putrid Deathwing
2715	Zephyr
2716	Zephyr Warrior
2717	Zephyr General
2718	Uruk
2719	Uruk Warrior
2720	Uruk General
2721	Carniphant
2722	Carniphant Warrior
2723	Carniphant General
2724	Spartan
2725	Spartan Soldier
2726	Spartan General
2727	Bone Gladiator
2728	Bone Gladiator Soldier
2729	Bone Gladiator General
2730	Scarabaeus Sagittarius
2731	Scarabaeus Gigantus
2732	Scarabaeus Virgo
2733	Iron Archer
2734	Iron Warrior
2735	Iron General

2750	Zi Officer
2751	Zi Guardian
2752	Zi General
2760	Chou Officer
2761	Chou Guardian
2762	Chou General
2770	Yin Officer
2771	Yin Guardian
2772	Yin General
2780	Mao Officer
2781	Mao Guardian
2782	Mao General
2790	Chen Officer
2791	Chen Guardian
2792	Chen General
2800	Si Officer
2801	Si Guardian
2802	Si General
2810	Wu Officer
2811	Wu Guardian
2812	Wu General
2820	Wei Officer
2821	Wei Guardian
2822	Wei General
2830	Shen Officer
2831	Shen Guardian
2832	Shen General
2840	You Officer
2841	You Guardian
2842	You General
2850	Xu Officer
2851	Xu Guardian
2852	Xu General
2860	Hai Officer
2861	Hai Guardian
2862	Hai General
2900	Metin of the Rat
2901	Metin of the Ox
2902	Metin of the Tiger
2903	Metin of the Dragon
2904	Metin of the Snake
2905	Metin of the Horse
2906	Metin of the Goat
2907	Metin of the Monkey
2908	Metin of the Dog
20438	Monk Milbon
20439	Zi Portal
20440	Chou Portal
20441	Yin Portal
20442	Mao Portal
20443	Chen Portal
20444	Si Portal
20445	Wu Portal
20446	Wei Portal
20447	Shen Portal
20448	You Portal
20449	Xu Portal
20450	Hai Portal
20451	Zodiac Merchant
20452	Zi Statue
20453	Chou Statue
20454	Yin Statue
20455	Mao Statue
20456	Chen Statue
20457	Si Statue
20458	Wu Statue
20459	Wei Statue
20460	Shen Statue
20461	You Statue
20462	Xu Statue
20463	Hai Statue
20464	Cannon
20996	Dragon Magma
20997	Dragon de Foc
20998	Dragon de Jad
20999	Urs Polar
20980	Husky
20981	Tigru Înþelept
20983	Sphinx
9353	Manny Luptator
9354	Piatra Maimutei
20290	Mistret Emperor
20291	Lup Emperor
20292	Mammoth Emperor
20293	Mammoth Emperor
20294	Mammoth Emperor
20295	Mammoth Emperor
20296	Mammoth Emperor
20297	Mammoth Emperor
20298	Mammoth Emperor
20299	Mammoth Emperor
20900	Mammoth Emperor
53251	Gardian Razador
53252	Gardian Nemere
53253	Gardian Azrael
53254	Gardian Dragon
53255	Gardian Orc ºi Maimuþã
53261	BattlePass Month
53262	BattlePass Month
53263	BattlePass Month
53264	BattlePass Month
53265	BattlePass Month
20079	Gardian Baroneasã
20348	Gardian Turn Demon
20148	Mount Începãtor Alb
20149	Mount Începãtor Negru
34903	Slade Negru
34904	Slade Alb
53256	Conducãtor Cult Întunecat
34905	Leonidas Întunecat
20153	Leu Întunecat
20144	Leu Gardã Regalã Rubin
20145	Leu Gardã Regalã Safir
34901	Cavaler Gardã Regalã Rubin
34902	Cavaler Gardã Regalã Safir
34998	ªaman Dragon
34999	ªaman Leac
53257	Theia
34906	Pet Emperor
20160	Cafeluþã
